    2.6000   -363.52486383   -363.50512662   -363.31432119   -363.30166717   -363.28605019   -363.17876727   -363.15362387   -363.11961157   -363.10873367   -363.08474482   
    2.7000   -363.56055900   -363.54095422   -363.35104015   -363.33524613   -363.33304719   -363.23468875   -363.21126024   -363.17271101   -363.14969556   -363.13099807   
    2.8000   -363.58542422   -363.56607771   -363.38761788   -363.36958948   -363.35032858   -363.27862334   -363.25638603   -363.21650588   -363.18043545   -363.16467099   
    2.9000   -363.60206740   -363.58312191   -363.41655411   -363.39793246   -363.35918900   -363.31290238   -363.29159040   -363.25204282   -363.20478639   -363.18980448   
    3.0000   -363.61253502   -363.59414678   -363.43924533   -363.41978820   -363.36434347   -363.33914734   -363.31891634   -363.28068813   -363.22713222   -363.20894394   
    3.1000   -363.61843788   -363.60077421   -363.45693224   -363.43645099   -363.36956330   -363.35661051   -363.33997963   -363.30372623   -363.24819385   -363.22379123   
    3.2000   -363.62104804   -363.60428009   -363.47056824   -363.44889832   -363.38094209   -363.36149025   -363.35606732   -363.32224001   -363.26600602   -363.23549438   
    3.3000   -363.62137016   -363.60565881   -363.48086926   -363.45786435   -363.39271812   -363.36821028   -363.36124122   -363.33710015   -363.28039648   -363.24483456   
    3.4000   -363.62018883   -363.60566687   -363.48836316   -363.46389281   -363.40222541   -363.37723478   -363.35971757   -363.34898634   -363.29198548   -363.25247210   
    3.5000   -363.61811492   -363.60487066   -363.49343379   -363.46739008   -363.40954825   -363.38379358   -363.35842947   -363.35763948   -363.30152451   -363.25903837   
    3.6000   -363.61565331   -363.60376524   -363.49633038   -363.46872759   -363.41513355   -363.38829554   -363.36582765   -363.35552821   -363.30904075   -363.26579021   
    3.7000   -363.61314146   -363.60262167   -363.49738852   -363.46831159   -363.41931369   -363.39116795   -363.37152633   -363.35363074   -363.31498658   -363.27299328   
    3.8000   -363.61066485   -363.60137943   -363.49689913   -363.46629294   -363.42201970   -363.39299066   -363.37573029   -363.35139621   -363.32106308   -363.27961223   
    3.9000   -363.60858024   -363.60049996   -363.49516916   -363.46336109   -363.42407128   -363.39366880   -363.37880593   -363.34990593   -363.32552754   -363.28693842   
    4.0000   -363.60679556   -363.59978310   -363.49246914   -363.45963472   -363.42531695   -363.39361747   -363.38083982   -363.34859299   -363.32973146   -363.29394460   
    4.1000   -363.60530680   -363.59922000   -363.48905557   -363.45538360   -363.42591065   -363.39303845   -363.38196934   -363.34743751   -363.33384880   -363.30047883   
    4.2000   -363.60408079   -363.59878651   -363.48515882   -363.45084530   -363.42598427   -363.39210070   -363.38230389   -363.34644528   -363.33793949   -363.30643224   
    4.3000   -363.60307293   -363.59845377   -363.48097568   -363.44622310   -363.42565189   -363.39093610   -363.38193923   -363.34575629   -363.34185608   -363.31174520   
    4.4000   -363.60223855   -363.59819475   -363.47666572   -363.44168577   -363.42501290   -363.38962913   -363.38097686   -363.34706413   -363.34384967   -363.31639846   
    4.5000   -363.60153907   -363.59798726   -363.47235189   -363.43736819   -363.42415421   -363.38821464   -363.37953365   -363.35075398   -363.34345908   -363.32040362   
