    2.0000   -202.58820328   -202.01584627   -201.96848787   -201.74876357
    2.2000   -202.84318352   -202.34852173   -202.31987811   -202.13665313
    2.3000   -202.93175228   -202.46919185   -202.44777546   -202.28339262
    2.4000   -203.00087453   -202.56679080   -202.55108362   -202.40464564
    2.5000   -203.05454426   -202.64569516   -202.63434520   -202.50496926
    2.6000   -203.09601383   -202.70943049   -202.70133085   -202.58817898
    2.7000   -203.12790263   -202.76084869   -202.75514414   -202.65727580
    2.8000   -203.15230240   -202.80226843   -202.79832366   -202.71463901
    2.9000   -203.17086985   -202.83557658   -202.83293595   -202.76221492
    3.0000   -203.18491011   -202.86232071   -202.86065663   -202.80158997
    3.1000   -203.19545227   -202.88377222   -202.88284437   -202.83411263
    3.2000   -203.20330446   -202.90095402   -202.90059142   -202.86092328
    3.3000   -203.20909926   -202.91478339   -202.91470114   -202.88297859
    3.4000   -203.21333279   -202.92613936   -202.92569413   -202.90107626
    3.5000   -203.21638436   -202.93523743   -202.93447679   -202.91587491
    3.6000   -203.21854378   -202.94254847   -202.94148635   -202.92791333
    3.7000   -203.22001409   -202.94845944   -202.94707023   -202.93761353
    3.8000   -203.22101201   -202.95333343   -202.95151996   -202.94533269
    3.9000   -203.22165308   -202.95748676   -202.95505521   -202.95129667
    4.0000   -203.22202354   -202.96116880   -202.95785456   -202.95569737
    4.1000   -203.22219777   -202.96445155   -202.96006469   -202.95883725
    4.2000   -203.22223199   -202.96726728   -202.96180312   -202.96108971
    4.3000   -203.22217172   -202.96958121   -202.96316867   -202.96274857
    4.4000   -203.22204840   -202.97141294   -202.96423805   -202.96399307
    4.5000   -203.22188733   -202.97283571   -202.96507475   -202.96493638
    4.6000   -203.22170262   -202.97390638   -202.96573082   -202.96565091
    4.7000   -203.22151283   -202.97468659   -202.96625140   -202.96618940
    4.8000   -203.22132414   -202.97522941   -202.96666391   -202.96659451
    4.9000   -203.22114229   -202.97558041   -202.96698547   -202.96690429
    5.0000   -203.22097091   -202.97577798   -202.96723399   -202.96714348
    5.1000   -203.22080229   -202.97585389   -202.96742539   -202.96732868
    5.2000   -203.22065606   -202.97583496   -202.96757322   -202.96747312
    5.3000   -203.22052343   -202.97574276   -202.96768753   -202.96758607
    5.4000   -203.22040404   -202.97559516   -202.96777628   -202.96767491
    5.5000   -203.22029620   -202.97540396   -202.96784456   -202.96774420
    5.6000   -203.22020107   -202.97518653   -202.96789938   -202.96780074
    5.7000   -203.22011654   -202.97494968   -202.96794318   -202.96784664
    5.8000   -203.22004159   -202.97470109   -202.96797872   -202.96788449
    5.9000   -203.21997521   -202.97444684   -202.96800813   -202.96791626
    6.0000   -203.21991645   -202.97419172   -202.96803299   -202.96794345
    6.1000   -203.21986445   -202.97393936   -202.96805450   -202.96796719
    6.5000   -203.21970951   -202.97300308   -202.96812205   -202.96804220
    6.9000   -203.21963467   -202.97222937   -202.96817894   -202.96810432
    7.3000   -203.21957619   -202.97161761   -202.96823113   -202.96815972
    7.7000   -203.21953941   -202.97114081   -202.96828363   -202.96821393
    8.1000   -203.21949287   -202.97076564   -202.96833347   -202.96826478
    8.5000   -203.21949700   -202.97047142   -202.96835765   -202.96833915
    8.9000   -203.21948462   -202.97022846   -202.96839821   -202.96838187
    9.3000   -203.21947500   -202.97002885   -202.96843461   -202.96841965
    9.7000   -203.21946730   -202.96986311   -202.96846702   -202.96845301
   10.1000   -203.21946104   -202.96972424   -202.96849582   -202.96848247
                                                  
