    2.8000   -274.05013506   -274.04042314   -273.57212229     
    3.0000   -274.10496271   -274.09578347   -273.63737212     
    3.2000   -274.13862118   -274.13005001   -273.70785013     
    3.4000   -274.15881592   -274.15096621   -273.74632595     
    3.6000   -274.17087020   -274.16372799   -273.78708899     
    3.8000   -274.17772047   -274.17129458   -273.80500306     
    4.0000   -274.18086617   -274.17501970   -273.82709511     
    4.2000   -274.18246278   -274.17729992   -273.81537900     
    4.4000   -274.18291933   -274.17838115   -273.85089697     
    4.6000   -274.18230796   -274.17837488   -273.86472352     
    4.8000   -274.18166099   -274.17825956   -273.86957847     
    5.0000   -274.18087508   -274.17794913   -273.87760863     
    5.1000   -274.18046736   -274.17775863   -273.88069408     
    5.2000   -274.17988941   -274.17744283   -273.88450355     
    5.3000   -274.17948854   -274.17722573   -273.88895706     
    5.4000   -274.17911088   -274.17701800   -273.89334690     
    5.5000   -274.17874958   -274.17681581   -273.89739728     
    5.6000   -274.17840667   -274.17662075   -273.90107621     
    5.7000   -274.17808551   -274.17643678   -273.90439536     
    5.8000   -274.17778568   -274.17626454   -273.90737253     
    5.9000   -274.17750752   -274.17610494   -273.91002960     
    6.0000   -274.17725060   -274.17595796   -273.91239026     
    6.1000   -274.17701394   -274.17582305   -273.91447732     
    6.2000   -274.17679639   -274.17569947   -273.91631199     
    6.3000   -274.17657918   -274.17556816   -273.91791366     
    6.4000   -274.17639643   -274.17546520   -273.91930142     
    6.5000   -274.17622916   -274.17537132   -273.92049182     
    6.6000   -274.17607622   -274.17528587   -273.92150149     
    6.7000   -274.17593649   -274.17520816   -273.92234527     
    6.8000   -274.17580891   -274.17513744   -273.92303725     
    6.9000   -274.17569252   -274.17507341   -273.92359114     
    7.0000   -274.17557285   -274.17500165   -273.92401788     
    7.1000   -274.17547625   -274.17494948   -273.92433273     
    7.2000   -274.17538819   -274.17490226   -273.92453042     
    7.3000   -274.17530797   -274.17485958   -273.92465165     
    7.4000   -274.17523490   -274.17482103   -273.92469149     
    7.5000   -274.17516837   -274.17478626   -273.92465940     
    7.6000   -274.17510779   -274.17475493   -273.92456421     
    7.7000   -274.17505224   -274.17472641   -273.92441390     
    7.8000   -274.17500208   -274.17470110   -273.92421655     
    7.9000   -274.17491870   -274.17466118   -273.92397065     
    8.0000   -274.17487662   -274.17464035   -273.92369847     
    8.1000   -274.17479532   -274.17456006   -273.92339198     
    8.2000   -274.17476325   -274.17454608   -273.92306878     
    8.3000   -274.17473211   -274.17453199   -273.92272614     
    8.4000   -274.17470375   -274.17451952   -273.92236872     
    8.6000   -274.17465444   -274.17449883   -273.92162311     
    8.8000   -274.17461352   -274.17448291   -273.92085482     
    9.0000   -274.17457953   -274.17447085   -273.92008087     
    9.2000   -274.17455124   -274.17446188   -273.91931370     
    9.4000   -274.17452764   -274.17445536   -273.91856229     
    9.6000   -274.17450794   -274.17445082   -273.91783299     
    9.8000   -274.17449146   -274.17444782   -273.91713021     
   10.0000   -274.17447761   -274.17444598   -273.91645451     
   10.2000   -274.17445622   -274.17443503   -273.91577316     
   10.4000   -274.17438474   -274.17436938   -273.91515939     
   10.6000   -274.17437520   -274.17436833   -273.91458145     
   10.8000   -274.17430572   -274.17430448   -273.91403434     
   11.0000   -274.17427030   -274.17424817   -273.91349576     
   11.2000   -274.17425363   -274.17423750   -273.91301210     
   11.4000   -274.17424900   -274.17423774   -273.91258173     
   11.6000   -274.17424266   -274.17423580   -273.91212749     
   11.8000   -274.17423864   -274.17423563   -273.91172932     
   12.0000   -274.17423505   -274.17423469   -273.91135654     
   12.2000   -274.17423300   -274.17422965   -273.91100773     
   12.4000   -274.17423091   -274.17422499   -273.91068129     
   12.6000   -274.17422830   -274.17422016   -273.91037585     
   12.8000   -274.17422509   -274.17421532   -273.91009000     
   13.0000   -274.17420557   -274.17419463   -273.90982102     
   13.2000   -274.17417521   -274.17416216   -273.90956924     
   13.4000   -274.17416150   -274.17414259   -273.90933221     
   13.6000   -274.17415689   -274.17413714   -273.90910836     
   13.8000   -274.17413708   -274.17411840   -273.90889976     
   14.0000   -274.17406242   -274.17404327   -273.90869879     
   14.2000   -274.17405768   -274.17403814   -273.90851708     
   14.4000   -274.17405298   -274.17403319   -273.90834632     
                                                  
