    3.0000   -363.21087149   -363.20079858   -362.77668937    
    3.3000   -363.27349617   -363.26519630   -362.89471475    
    3.4000   -363.29017051   -363.28244918   -362.83004603    
    4.0000   -363.36307510   -363.35845668   -363.06183918    
    4.1000   -363.37139478   -363.36720446   -363.07642330    
    4.2000   -363.37880607   -363.37501331   -363.08916451    
    4.3000   -363.38537928   -363.38195293   -363.10023521    
    4.4000   -363.39118333   -363.38809119   -363.10980326    
    4.5000   -363.39629334   -363.39350695   -363.11805696    
    4.6000   -363.40077582   -363.39826663   -363.12515045    
    4.7000   -363.40469585   -363.40243702   -363.13123330    
    4.8000   -363.40811420   -363.40608080   -363.13643985    
    4.9000   -363.41108695   -363.40925575   -363.14089110    
    5.0000   -363.41366567   -363.41201556   -363.14469264    
    5.1000   -363.41589773   -363.41440982   -363.14793684    
    5.2000   -363.41782413   -363.41648072   -363.15070502    
    5.3000   -363.41948358   -363.41826914   -363.15306776    
    5.4000   -363.42091003   -363.41981065   -363.15509748    
    5.5000   -363.42213355   -363.42113683   -363.15682067    
    5.6000   -363.42318088   -363.42227581   -363.15829380    
    5.7000   -363.42407565   -363.42325243   -363.15955138    
    5.8000   -363.42483860   -363.42408858   -363.16062023    
    5.9000   -363.42548801   -363.42480351   -363.16152179    
    6.0000   -363.42603853   -363.42541271   -363.16212047    
    6.1000   -363.42650708   -363.42593411   -363.16278061    
    6.2000   -363.42690296   -363.42637711   -363.16329613    
    6.3000   -363.42723933   -363.42675638   -363.16370964    
    6.4000   -363.42752405   -363.42707986   -363.16402115    
    6.5000   -363.42776496   -363.42735582   -363.16424525    
    6.6000   -363.42796897   -363.42759160   -363.16439422    
    6.7000   -363.42814200   -363.42779349   -363.16447910    
    6.8000   -363.42828914   -363.42796691   -363.16450965    
    6.9000   -363.42841473   -363.42811648   -363.16449448    
    7.0000   -363.42851928   -363.42824297   -363.16444095    
    7.1000   -363.42861216   -363.42835592   -363.16435625    
    7.2000   -363.42869267   -363.42845481   -363.16424604    
    7.3000   -363.42876283   -363.42854178   -363.16411551    
    7.4000   -363.42882429   -363.42861859   -363.16396915    
    7.5000   -363.42887846   -363.42868669   -363.16381086    
    7.6000   -363.42892651   -363.42874734   -363.16364398    
    7.7000   -363.42896942   -363.42880162   -363.16347125    
    7.8000   -363.42900800   -363.42885050   -363.16329490    
    7.9000   -363.42904290   -363.42889478   -363.16311690    
    8.0000   -363.42907468   -363.42893516   -363.16293887    
    8.1000   -363.42910379   -363.42897223   -363.16276208    
    8.2000   -363.42913045   -363.42900624   -363.16258763    
    8.3000   -363.42915541   -363.42903806   -363.16241650    
    8.4000   -363.42917872   -363.42906773   -363.16224936    
    8.5000   -363.42919460   -363.42909453   -363.16206758    
    8.6000   -363.42921103   -363.42910914   -363.16190792    
    8.7000   -363.42923086   -363.42913443   -363.16175508    
    8.8000   -363.42920943   -363.42911817   -363.16160741    
    8.9000   -363.42922746   -363.42914086   -363.16146595    
    10.000   -363.42922746   -363.42914086   -363.16146595    
    16.000   -363.42922746   -363.42914086   -363.16146595    
