    2.0000   -471.68743851   -471.56023224   -471.32304141   -471.30421271         
    2.1000   -471.85910958   -471.72727578   -471.52311257   -471.50329288         
    2.2000   -471.98404173   -471.84567109   -471.67272935   -471.65192822         
    2.3000   -472.07383101   -471.92763828   -471.78455539   -471.76274425         
    2.4000   -472.13743028   -471.98286364   -471.86821995   -471.84540236         
    2.5000   -472.18109153   -472.01829202   -471.93121402   -471.90723861         
    2.6000   -472.20974067   -472.03935126   -471.97892698   -471.95353232         
    2.7000   -472.22759031   -472.05038563   -472.01612827   -471.99598766         
    2.8000   -472.23742722   -472.05653046   -472.04525568   -472.03220642         
    2.9000   -472.24139747   -472.06864088   -472.06264154   -472.06072535         
    3.0000   -472.24293705   -472.08976661   -472.08460565   -472.07508630   -472.04131152   -471.99468246   -471.94621522   -471.90136799   -471.87991579   -471.84335093   -471.83972522   -471.82459951     
    3.1000   -472.23982521   -472.10615234   -472.10160480   -472.08677226   -472.04849960   -472.00215439   -471.98453762   -471.93698146   -471.90427299   -471.87242460   -471.86582464   -471.85473337     
    3.2000   -472.23484827   -472.12034309   -472.11441632   -472.09770870   -472.05826846   -472.01733183   -472.00264449   -471.96561269   -471.93345047   -471.90505843   -471.87896057   -471.87486510     
    3.3000   -472.22850088   -472.13215782   -472.12457339   -472.10644487   -472.06860219   -472.04574856   -472.00706956   -471.98145123   -471.96046374   -471.93274132   -471.89534902   -471.88614764     
    3.6000   -472.20807072   -472.15692920   -472.14222558   -472.12528301   -472.10404600   -472.09750157   -472.05063367   -472.02576649   -472.01004580   -471.95353927   -471.93778985   -471.89721044     
    3.7000   -472.20179248   -472.16235740   -472.14544526   -472.12907843   -472.11686175   -472.10570498   -472.06126474   -472.04192964   -472.02461698   -471.95870036   -471.93754817   -471.90049861     
    3.8000   -472.19605285   -472.16670017   -472.14785493   -472.13191945   -472.12714512   -472.11302714   -472.07017751   -472.05574356   -472.03698874   -471.96805188   -471.93237340   -471.90454680     
    3.9000   -472.19048708   -472.17004167   -472.14939436   -472.13507272   -472.13383784   -472.11870225   -472.07734813   -472.06673799   -472.04639297   -471.97789531   -471.92753283   -471.91043482     
    4.0000   -472.18587030   -472.17271612   -472.15086640   -472.14135351   -472.13532016   -472.12407306   -472.08412458   -472.07658419   -472.05425965   -471.98602589   -471.92514401   -471.92086446     
    4.1000   -472.18176554   -472.17479947   -472.15224330   -472.14598080   -472.13641474   -472.12843334   -472.09011213   -472.08473968   -472.06025648   -471.99330800   -471.93954472   -471.92531569     
    4.2000   -472.17813565   -472.17620507   -472.15385722   -472.14899293   -472.13737505   -472.13172690   -472.09531615   -472.09141010   -472.06475052   -471.99980313   -471.95728620   -471.92808200     
    4.3000   -472.17702681   -472.17492396   -472.15569731   -472.15071371   -472.13866066   -472.13373748   -472.09973423   -472.09679133   -472.06808514   -472.00563590   -471.97215275   -471.93270080     
    4.4000   -472.17741468   -472.17201780   -472.15746767   -472.15178889   -472.14037566   -472.13448023   -472.10337714   -472.10110090   -472.07053018   -472.01086601   -471.98524406   -471.93975216     
    4.5000   -472.17742491   -472.16952403   -472.15875939   -472.15244431   -472.14224041   -472.13478438   -472.10631621   -472.10441943   -472.07230923   -472.01588522   -471.99680304   -471.94670849     
    4.6000   -472.17715770   -472.16733074   -472.15976580   -472.15302293   -472.14387523   -472.13459331   -472.10860585   -472.10700475   -472.07357916   -472.02038976   -472.00699959   -471.95552119     
    4.7000   -472.17665042   -472.16542509   -472.16047140   -472.15352363   -472.14529776   -472.13419543   -472.11034555   -472.10897301   -472.07447398   -472.02451322   -472.01593737   -471.96315534     
    4.8000   -472.17595377   -472.16376868   -472.16092436   -472.15395600   -472.14650826   -472.13365458   -472.11162867   -472.11044284   -472.07507815   -472.02831421   -472.02375744   -471.96967574     
    4.9000   -472.17512172   -472.16234322   -472.16118085   -472.15433018   -472.14752914   -472.13300731   -472.11255144   -472.11153027   -472.07546340   -472.03182270   -472.03058723   -471.97522339     
    5.0000   -472.17419570   -472.16128405   -472.16112957   -472.15464930   -472.14838038   -472.13227183   -472.11319358   -472.11231990   -472.07568468   -472.03653449   -472.03505196   -471.97992864     
    5.1000   -472.17321115   -472.16126990   -472.16010854   -472.15491648   -472.14908337   -472.13146391   -472.11362403   -472.11288279   -472.07578504   -472.04169583   -472.03800966   -471.98391163     
    5.2000   -472.17219732   -472.16116714   -472.15925980   -472.15513547   -472.14965806   -472.13059972   -472.11389858   -472.11327509   -472.07579763   -472.04615817   -472.04070200   -471.98727997     
    5.3000   -472.17117799   -472.16099861   -472.15856227   -472.15531084   -472.15012284   -472.12969670   -472.11406086   -472.11354051   -472.07574778   -472.04999994   -472.04313626   -471.99012785     
    5.4000   -472.17017208   -472.16078234   -472.15799475   -472.15544775   -472.15049468   -472.12877265   -472.11414408   -472.11371265   -472.07565473   -472.05329182   -472.04532203   -471.99253623     
    5.5000   -472.16919411   -472.16053256   -472.15753686   -472.15555163   -472.15078914   -472.12784460   -472.11417303   -472.11381708   -472.07553294   -472.05609768   -472.04727144   -471.99457382     
    5.6000   -472.16825484   -472.16026046   -472.15716968   -472.15562777   -472.15102035   -472.12692777   -472.11416586   -472.11387314   -472.07539320   -472.05847512   -472.04899889   -471.99629838     
    5.7000   -472.16736174   -472.15997476   -472.15687626   -472.15568115   -472.15120088   -472.12603487   -472.11413565   -472.11389531   -472.07524345   -472.06047610   -472.05052046   -471.99775833     
    5.8000   -472.16651954   -472.15968222   -472.15664198   -472.15571626   -472.15134165   -472.12517589   -472.11409169   -472.11389436   -472.07508943   -472.06214742   -472.05185328   -471.99899415     
    5.9000   -472.16573070   -472.15938802   -472.15645453   -472.15573701   -472.15145185   -472.12435809   -472.11404045   -472.11387821   -472.07493521   -472.06353117   -472.05301487   -472.00003977     
    6.0000   -472.16499590   -472.15909607   -472.15630389   -472.15574675   -472.15153898   -472.12358625   -472.11398635   -472.11385263   -472.07478366   -472.06466508   -472.05402265   -472.00092364     
    6.1000   -472.16431444   -472.15880924   -472.15618206   -472.15574827   -472.15160900   -472.12286300   -472.11393236   -472.11382174   -472.07463667   -472.06558292   -472.05489347   -472.00166972     
    6.2000   -472.16368415   -472.15852924   -472.15607831   -472.15573811   -472.15166644   -472.12218861   -472.11387597   -472.11378317   -472.07449523   -472.06631348   -472.05563894   -472.00229722     
    6.3000   -472.16310358   -472.15825837   -472.15599675   -472.15572949   -472.15171494   -472.12156406   -472.11382707   -472.11374932   -472.07436049   -472.06688603   -472.05628288   -472.00282531     
    6.4000   -472.16256918   -472.15799686   -472.15592320   -472.15571376   -472.15175681   -472.12098639   -472.11377326   -472.11371089   -472.07423215   -472.06732147   -472.05682971   -472.00326627     
    6.5000   -472.16207817   -472.15774586   -472.15586677   -472.15570080   -472.15179419   -472.12045509   -472.11373205   -472.11367976   -472.07411122   -472.06764306   -472.05730122   -472.00363514     
    6.6000   -472.16162736   -472.15750562   -472.15581970   -472.15568745   -472.15182846   -472.11996676   -472.11369524   -472.11365129   -472.07399726   -472.06786789   -472.05770440   -472.00394135     
    6.7000   -472.16121197   -472.15727558   -472.15577986   -472.15567365   -472.15186014   -472.11951348   -472.11366145   -472.11362448   -472.07389002   -472.06801109   -472.05804832   -472.00419328     
    6.8000   -472.16083209   -472.15705692   -472.15574670   -472.15566088   -472.15189061   -472.11910209   -472.11363285   -472.11360151   -472.07378945   -472.06808729   -472.05834263   -472.00440012     
    6.9000   -472.16047823   -472.15684864   -472.15571824   -472.15564822   -472.15191965   -472.11871690   -472.11360707   -472.11358037   -472.07369516   -472.06810720   -472.05859405   -472.00456748     
    7.0000   -472.16015540   -472.15664439   -472.15569422   -472.15563671   -472.15194660   -472.11837006   -472.11358407   -472.11356050   -472.07360408   -472.06808197   -472.05880956   -472.00470170     
    7.2000   -472.15958649   -472.15627027   -472.15565742   -472.15561778   -472.15199976   -472.11775633   -472.11354862   -472.11353080   -472.07344003   -472.06792845   -472.05915511   -472.00488969     
    7.4000   -472.15910645   -472.15594315   -472.15563255   -472.15560228   -472.15205463   -472.11724142   -472.11352597   -472.11351213   -472.07330195   -472.06768145   -472.05941508   -472.00499670     
    7.6000   -472.15870124   -472.15565438   -472.15561916   -472.15559434   -472.15210892   -472.11680920   -472.11351305   -472.11350235   -472.07318343   -472.06738019   -472.05961680   -472.00504719     
    7.8000   -472.15834706   -472.15560779   -472.15559049   -472.15539362   -472.15216083   -472.11642521   -472.11350357   -472.11349555   -472.07308092   -472.06705098   -472.05977525   -472.00505767     
    8.0000   -472.15806190   -472.15560781   -472.15559129   -472.15516761   -472.15221382   -472.11613081   -472.11350421   -472.11349802   -472.07299574   -472.06671413   -472.05990703   -472.00504278     
    8.2000   -472.15780459   -472.15560722   -472.15557570   -472.15496870   -472.15226635   -472.11585622   -472.11350631   -472.11348978   -472.07292427   -472.06637882   -472.06000993   -472.00500986     
    8.4000   -472.15758504   -472.15558932   -472.15557629   -472.15479340   -472.15231696   -472.11563284   -472.11349969   -472.11349195   -472.07286478   -472.06605452   -472.06009725   -472.00496627     
    8.6000   -472.15739964   -472.15562123   -472.15558707   -472.15463868   -472.15236113   -472.11544291   -472.11352205   -472.11350144   -472.07281556   -472.06575170   -472.06019115   -472.00492060     
    8.8000   -472.15723227   -472.15563894   -472.15562609   -472.15450431   -472.15240928   -472.11526199   -472.11353789   -472.11353008   -472.07277524   -472.06546872   -472.06028000   -472.00487302     
    9.0000   -472.15709713   -472.15565448   -472.15564180   -472.15438546   -472.15245526   -472.11512331   -472.11355241   -472.11354478   -472.07274181   -472.06520309   -472.06035340   -472.00482401     
    9.2000   -472.15696785   -472.15566897   -472.15565629   -472.15428095   -472.15249906   -472.11498097   -472.11356626   -472.11355896   -472.07271494   -472.06495641   -472.06041879   -472.00477628     
    9.4000   -472.15688690   -472.15565281   -472.15564028   -472.15418860   -472.15254125   -472.11491653   -472.11356041   -472.11355294   -472.07269320   -472.06472319   -472.06045842   -472.00472736     
   10.0000   -472.15661489   -472.15572660   -472.15571668   -472.15396020   -472.15264183   -472.11463312   -472.11362417   -472.11361740   -472.07264406   -472.06415381   -472.06065223   -472.00461142     
   11.0000   -472.15625209   -472.15580006   -472.15578984   -472.15371305   -472.15279122   -472.11423487   -472.11369284   -472.11368590   -472.07260771   -472.06346761   -472.06088638   -472.00446838     
   12.0000   -472.15606750   -472.15584469   -472.15583506   -472.15354811   -472.15289983   -472.11404853   -472.11373452   -472.11372744   -472.07258882   -472.06299002   -472.06107394   -472.00437394     
   13.0000   -472.15595970   -472.15588331   -472.15587569   -472.15343360   -472.15298082   -472.11395836   -472.11376889   -472.11376428   -472.07257864   -472.06266529   -472.06120063   -472.00430944     
   14.0000   -472.15591728   -472.15591072   -472.15584753   -472.15335048   -472.15304301   -472.11382833   -472.11379727   -472.11379328   -472.07257238   -472.06242878   -472.06131208   -472.00426567     
   15.0000   -472.15592888   -472.15592551   -472.15577471   -472.15328887   -472.15308959   -472.11380585   -472.11380451   -472.11375858   -472.07256398   -472.06222839   -472.06139577   -472.00423346     
   16.0000   -472.15593999   -472.15593756   -472.15572164   -472.15323973   -472.15312370   -472.11382240   -472.11382141   -472.11370742   -472.07255882   -472.06210007   -472.06146620   -472.00421049     
                                                  
