      3.00   -472.20946598   -472.19469453   -472.17207898   -472.07550228   -472.04321497   -472.03593492   -472.02782479   -472.02436067   -471.98398575   -471.96330369
      3.02   -472.20983372   -472.19464135   -472.17234825   -472.07940787   -472.04547055   -472.03935945   -472.03107330   -472.02789884   -471.98627398   -471.96527078
      3.04   -472.21017643   -472.19448588   -472.17251678   -472.08321139   -472.04773294   -472.04264890   -472.03422416   -472.03129183   -471.98843198   -471.96741267
      3.06   -472.21049788   -472.19423666   -472.17259307   -472.08691700   -472.05002617   -472.04578033   -472.03727203   -472.03454035   -471.99048321   -471.97002113
      3.08   -472.21080136   -472.19390182   -472.17258519   -472.09052844   -472.05238890   -472.04871553   -472.04021324   -472.03764631   -471.99244791   -471.97349222
      3.10   -472.21108972   -472.19348906   -472.17250078   -472.09404893   -472.05486457   -472.05141110   -472.04304559   -472.04061256   -471.99434319   -471.97795171
      3.12   -472.21136544   -472.19300567   -472.17234705   -472.09748127   -472.05746703   -472.05385297   -472.04576804   -472.04344273   -471.99618327   -471.98305742
      3.14   -472.21162867   -472.19245835   -472.17212912   -472.10082710   -472.06016003   -472.05607552   -472.04837988   -472.04614026   -471.99797838   -471.98842073
      3.16   -472.21188514   -472.19185410   -472.17185683   -472.10409022   -472.06288966   -472.05813558   -472.05088320   -472.04871127   -471.99974060   -471.99383574
      3.18   -472.21213285   -472.19119760   -472.17153367   -472.10726976   -472.06561020   -472.06007351   -472.05327756   -472.05115630   -472.00147403   -471.99919087
      3.20   -472.21237641   -472.19049736   -472.17116714   -472.11037109   -472.06830009   -472.06191786   -472.05556703   -472.05348696   -472.00443997   -472.00318767
      3.22   -472.21261537   -472.18975754   -472.17076165   -472.11339401   -472.07094318   -472.06368179   -472.05775262   -472.05570461   -472.00955417   -472.00488393
      3.24   -472.21285080   -472.18898336   -472.17032224   -472.11634004   -472.07353203   -472.06537341   -472.05983676   -472.05781385   -472.01451929   -472.00656601
      3.26   -472.21305322   -472.18821664   -472.16984355   -472.11909505   -472.07617810   -472.06699957   -472.06179040   -472.05985857   -472.01930331   -472.00827319
      3.28   -472.21328636   -472.18738551   -472.16934573   -472.12191214   -472.07864795   -472.06856412   -472.06368392   -472.06176895   -472.02395389   -472.00993054
      3.30   -472.21352064   -472.18653398   -472.16882698   -472.12465704   -472.08105901   -472.07007022   -472.06548598   -472.06359014   -472.02844478   -472.01157969
      3.32   -472.21375616   -472.18566505   -472.16829129   -472.12732908   -472.08340890   -472.07151728   -472.06719914   -472.06532327   -472.03277327   -472.01322096
      3.34   -472.21399022   -472.18478182   -472.16774132   -472.12992683   -472.08569669   -472.07290531   -472.06882461   -472.06696966   -472.03693591   -472.01485561
      3.36   -472.21422942   -472.18388902   -472.16718303   -472.13245190   -472.08792358   -472.07423683   -472.07036869   -472.06853925   -472.04094015   -472.01648868
      3.38   -472.21447093   -472.18298938   -472.16661830   -472.13490357   -472.09008956   -472.07551127   -472.07183290   -472.07003344   -472.04478394   -472.01812841
      3.40   -472.21471507   -472.18208620   -472.16605010   -472.13728245   -472.09219559   -472.07672925   -472.07322093   -472.07145656   -472.04846882   -472.01980774
      3.42   -472.21496221   -472.18118274   -472.16548140   -472.13958947   -472.09424315   -472.07789173   -472.07453690   -472.07281284   -472.05199640   -472.02173850
      3.44   -472.21520842   -472.18027669   -472.16489057   -472.14181249   -472.09623127   -472.07897228   -472.07574979   -472.07415122   -472.05537626   -472.02480194
      3.46   -472.21545028   -472.17936688   -472.16432114   -472.14397393   -472.09816196   -472.08001894   -472.07693008   -472.07536870   -472.05858397   -472.02845648
