    2.0000   -273.21202698   -273.20833575   -273.13993335   -273.13599094   -273.12793914   -273.07054141      
    2.2000   -273.59879552   -273.57449334   -273.57026585   -273.53007937   -273.49743622   -273.49198668      
    2.6000   -274.06197276   -273.99239173   -273.94865238   -273.94550237   -273.87333489   -273.87238993      
    2.8000   -274.17218110   -274.10214105   -274.03816169   -274.03525184   -273.98298228   -273.96238685      
    3.0000   -274.24078195   -274.17025072   -274.09372887   -274.09103651   -274.05103334   -274.01880159      
    3.2000   -274.28354561   -274.21252958   -274.12828597   -274.12578687   -274.09328588   -274.05440813      
    3.4000   -274.31008336   -274.23861582   -274.14972714   -274.14740257   -274.11950487   -274.07692399      
    3.6000   -274.32638657   -274.25450975   -274.16295088   -274.16078889   -274.13583381   -274.09109962      
    3.7000   -274.33194184   -274.25987529   -274.16748910   -274.16540606   -274.14157014   -274.09603704      
    3.8000   -274.33623340   -274.26398511   -274.17102184   -274.16901649   -274.14616942   -274.09990924      
    3.9000   -274.33952205   -274.26709887   -274.17375743   -274.17182875   -274.14989819   -274.10291525      
    4.0000   -274.34201925   -274.26942619   -274.17586696   -274.17401465   -274.15297138   -274.10523897      
    4.1000   -274.34389039   -274.27113109   -274.17748154   -274.17570511   -274.15555169   -274.10700529      
    4.2000   -274.34526840   -274.27234559   -274.17870722   -274.17700637   -274.15776538   -274.10832341      
    4.3000   -274.34625907   -274.27317477   -274.17962821   -274.17800269   -274.15970740   -274.10928223      
    4.4000   -274.34694665   -274.27370261   -274.18031160   -274.17876118   -274.16144732   -274.10995462      
    4.5000   -274.34739824   -274.27399587   -274.18081024   -274.17933476   -274.16303461   -274.11039939      
    4.6000   -274.34766718   -274.27410865   -274.18116737   -274.17976668   -274.16450320   -274.11066703      
    4.7000   -274.34779490   -274.27408290   -274.18141262   -274.18008554   -274.16587308   -274.11079210      
    4.8000   -274.34781571   -274.27395201   -274.18157856   -274.18032642   -274.16716237   -274.11081724      
    4.9000   -274.34775438   -274.27374397   -274.18167944   -274.18050170   -274.16837671   -274.11076283      
    5.0000   -274.34763254   -274.27347899   -274.18173846   -274.18063497   -274.16952087   -274.11065120      
    5.1000   -274.34746408   -274.27317321   -274.18176271   -274.18073330   -274.17059229   -274.11049766      
    5.2000   -274.34726361   -274.27284960   -274.18178453   -274.18078403   -274.17159516   -274.11029869      
    5.4000   -274.34685146   -274.27209791   -274.18186386   -274.18103910   -274.17267026   -274.10994852      
    5.6000   -274.34632976   -274.27136904   -274.18178771   -274.18109741   -274.17423836   -274.10952382      
    5.8000   -274.34578573   -274.27064132   -274.18169627   -274.18113613   -274.17555916   -274.10911152      
    6.0000   -274.34523480   -274.26994407   -274.18160544   -274.18116962   -274.17665164   -274.10872920      
    6.2000   -274.34469157   -274.26927346   -274.18151778   -274.18120399   -274.17754238   -274.10838695      
    6.4000   -274.34416268   -274.26865488   -274.18143012   -274.18124137   -274.17825925   -274.10808173      
    6.6000   -274.34364799   -274.26808468   -274.18135816   -274.18127866   -274.17881953   -274.10782044      
    6.8000   -274.34316433   -274.26756119   -274.18132374   -274.18129167   -274.17926667   -274.10759364      
    7.0000   -274.34270569   -274.26708223   -274.18137127   -274.18123257   -274.17961209   -274.10740015      
    7.2000   -274.34227115   -274.26662627   -274.18141796   -274.18117732   -274.17987389   -274.10722545      
    7.4000   -274.34186630   -274.26621178   -274.18146353   -274.18113169   -274.18007252   -274.10707668      
    7.6000   -274.34148795   -274.26584628   -274.18150412   -274.18109534   -274.18022407   -274.10695565      
    7.8000   -274.34113475   -274.26551194   -274.18153285   -274.18106083   -274.18033673   -274.10684476      
    8.0000   -274.34080485   -274.26520510   -274.18153836   -274.18101056   -274.18040393   -274.10673860      
    8.2000   -274.34049842   -274.26491470   -274.18153788   -274.18096698   -274.18045382   -274.10664157      
    8.4000   -274.34021426   -274.26465678   -274.18152805   -274.18093437   -274.18049463   -274.10656023      
    8.6000   -274.33994997   -274.26441765   -274.18150071   -274.18087450   -274.18050266   -274.10646987      
    8.8000   -274.33970238   -274.26419346   -274.18146153   -274.18082176   -274.18049744   -274.10638643      
    9.0000   -274.33947150   -274.26398638   -274.18141302   -274.18075127   -274.18047961   -274.10629166      
    9.2000   -274.33924796   -274.26378788   -274.18134551   -274.18063139   -274.18042650   -274.10619574      
    9.4000   -274.33903102   -274.26359041   -274.18127148   -274.18056308   -274.18038190   -274.10608775      
    9.6000   -274.33881162   -274.26339167   -274.18117627   -274.18046983   -274.18030409   -274.10596165      
    9.8000   -274.33858542   -274.26319236   -274.18105692   -274.18035948   -274.18020569   -274.10582911      
   10.0000   -274.33833050   -274.26295665   -274.18089586   -274.18019826   -274.18006659   -274.10565625      
   10.2000   -274.33801958   -274.26266697   -274.18066679   -274.17998860   -274.17987871   -274.10542942      
   10.4000   -274.33757615   -274.26225595   -274.18029589   -274.17960272   -274.17951125   -274.10506192      
   10.6000   -274.33676238   -274.26149512   -274.17954643   -274.17887845   -274.17880166   -274.10433138      
                                                  
